review_id,industry_type,review_category,review_text,sentiment_label,source,contributor
449,総合商社,人間関係,部署によって雰囲気は大きく異なり、当たり外れがあると感じる一方で、プロジェクトを通じた横断的なつながりは悪くない。,neutral,synthetic,teacher
450,総合商社,人間関係,先輩社員は面倒見が良い人もいれば、多忙を理由に放任気味な人もおり、配属先次第で環境がかなり変わる印象だ。,neutral,synthetic,teacher
451,地方金融機関,残業,残業はほとんどなく、定時で帰れる日が大半です。プライベートの時間もしっかり確保できています。,positive,synthetic,teacher
452,地方金融機関,残業,繁忙期を除けば残業は月数時間程度で、上司も早帰りを積極的に推奨してくれる文化があります。,positive,synthetic,teacher
453,地方金融機関,残業,入行前は銀行は残業が多いイメージでしたが、実際は定時退社が当たり前の雰囲気で助かっています。,positive,synthetic,teacher
454,地方金融機関,残業,ノー残業デーが週に数回設けられており、業務効率化も進んでいるため、無駄な残業が生じにくい環境です。,positive,synthetic,teacher
455,地方金融機関,残業,残業代はきちんと支払われますし、管理職も残業を美徳とする考え方はなく、メリハリのある働き方ができます。,positive,synthetic,teacher
456,地方金融機関,残業,地域に根ざした職場のためか仕事量が適切にコントロールされており、残業が少ない点は非常に満足しています。,positive,synthetic,teacher
457,地方金融機関,残業,システム整備が進み、以前と比べて残業時間が大幅に減りました。ワークライフバランスを大切にする職場です。,positive,synthetic,teacher
458,地方金融機関,残業,月の残業は平均10時間以内に収まっており、家族との時間を確保しながら働けるのが気に入っています。,positive,synthetic,teacher
459,地方金融機関,残業,月末の繁忙期を除けば定時で上がれることがほとんどで、プライベートの時間をしっかり確保できています。,positive,synthetic,teacher
460,地方金融機関,残業,支店全体で残業を減らす取り組みが浸透しており、以前と比べてずいぶん働きやすくなったと感じています。,positive,synthetic,teacher
461,地方金融機関,残業,月末の決算期は連日深夜まで残業が続き、プライベートの時間がまったく取れない状態が数ヶ月間続いた。,negative,synthetic,teacher
462,地方金融機関,残業,残業代はつくものの、そもそも定時に上がれる日がほとんどなく、毎日2〜3時間の残業が当たり前になっている。,negative,synthetic,teacher
463,地方金融機関,残業,上司が帰らないと帰りづらい雰囲気があり、仕事が終わっても席を立てないことが多い。,negative,synthetic,teacher
464,地方金融機関,残業,ノルマ達成のための書類作成や報告業務が膨大で、業務時間内に終わらせることは現実的に不可能だと感じる。,negative,synthetic,teacher
465,地方金融機関,残業,人員削減の影響で一人当たりの業務量が増え、残業せざるを得ない日々が続いており精神的にも疲弊している。,negative,synthetic,teacher
466,地方金融機関,残業,地域のお客様対応は終業後も続くことが多く、窓口業務が終わってから本来の事務作業に取りかかるため帰宅は毎日20時を過ぎる。,negative,synthetic,teacher
467,地方金融機関,残業,繁忙期には休日出勤も暗黙の了解で求められており、断ると評価に響くような空気感があって困っている。,negative,synthetic,teacher
468,地方金融機関,残業,システムの入れ替えや新商品対応のたびに追加業務が発生するが、既存の仕事は減らされないため残業時間が増える一方だ。,negative,synthetic,teacher
469,地方金融機関,残業,月末の融資締め作業が集中すると深夜残業が当たり前になり、翌朝もそのまま出勤という日が続いて体力的にかなりきつかった。,negative,synthetic,teacher
470,地方金融機関,残業,支店ごとに残業の多さにばらつきがあり、配属先の運次第で生活が大きく変わるのが正直つらい。,negative,synthetic,teacher
471,地方金融機関,残業,残業は多くもなく少なくもない印象で、時期によって波があるため一概には言えない。,neutral,synthetic,teacher
472,地方金融機関,残業,月末や決算期は確かに残業が増えるが、それ以外は定時に帰れることも多く、平均すると悪くはない。,neutral,synthetic,teacher
473,地方金融機関,残業,残業代はきちんと支払われるので不満はないが、そもそも残業が発生しやすい業務体制には少し疑問を感じる。,neutral,synthetic,teacher
474,地方金融機関,残業,部署によって残業時間の差が大きく、配属先次第で働き方がまるで変わってくる。,neutral,synthetic,teacher
475,地方金融機関,残業,繁忙期と閑散期の落差が激しく、年間平均で見れば普通かもしれないが精神的な波は大きい。,neutral,synthetic,teacher
476,地方金融機関,残業,残業を明示的に強制されることはないが、なんとなく居残る雰囲気があるのも正直なところだ。,neutral,synthetic,teacher
477,地方金融機関,残業,ほぼ定時で帰れる日が続くかと思えば、決算前後だけ急に深夜対応が重なることがある。,neutral,synthetic,teacher
478,地方金融機関,残業,直属の上司が変わってから残業の量が変化したので、環境次第という感想しか持てない。,neutral,synthetic,teacher
479,地方金融機関,残業,月末や期末は残業が集中するものの、それ以外の時期は定時で帰れる日もそれなりにあり、一概にきついとは言い切れない。,neutral,synthetic,teacher
480,地方金融機関,残業,残業の多さは配属先の部署や上司の考え方によってかなり差があり、同期でも感じ方がまったく違うようだ。,neutral,synthetic,teacher
481,地方金融機関,給与,地方銀行としては給与水準が高く、同期と比べても待遇に満足しています。,positive,synthetic,teacher
482,地方金融機関,給与,ボーナスが年2回しっかり支給され、業績が良い年は想定以上の額をもらえました。,positive,synthetic,teacher
483,地方金融機関,給与,入行から数年で着実に昇給があり、生活の見通しが立てやすい点がありがたいです。,positive,synthetic,teacher
484,地方金融機関,給与,地域の民間企業と比較すると給与は安定しており、長く働くほど収入が増えていく仕組みが整っている。,positive,synthetic,teacher
485,地方金融機関,給与,年功序列の色は残るものの、その分毎年確実に基本給が上がるので将来の安心感があります。,positive,synthetic,teacher
486,地方金融機関,給与,残業代がきちんと全額支給されるため、実質的な手取りは求人票の数字より多く感じます。,positive,synthetic,teacher
487,地方金融機関,給与,住宅ローン補助や財形貯蓄など福利厚生も含めると、トータルの報酬パッケージは十分満足できる水準です。,positive,synthetic,teacher
488,地方金融機関,給与,都市部の大手には及ばないものの、この地域で暮らすには不自由のない給与をいただいており、定着率の高さにも納得できます。,positive,synthetic,teacher
489,地方金融機関,給与,地方銀行としては給与水準が高く、賞与も年2回しっかり支給されるため、生活の安定感が違う。,positive,synthetic,teacher
490,地方金融機関,給与,年功序列ではあるものの着実に昇給していくので、長く勤めるほど待遇の良さを実感できる。,positive,synthetic,teacher
491,地方金融機関,給与,年功序列が根強く、どれだけ成果を出しても給与に反映されないのが正直つらい。,negative,synthetic,teacher
492,地方金融機関,給与,地方銀行ということもあり、都市部の同業他社と比べると給与水準がかなり低いと感じる。,negative,synthetic,teacher
493,地方金融機関,給与,残業が多い割に手当が少なく、時給換算すると見合っていないと思うことが増えた。,negative,synthetic,teacher
494,地方金融機関,給与,昇給が年に一度あるものの、上がり幅が微々たるもので生活水準の向上を実感しにくい。,negative,synthetic,teacher
495,地方金融機関,給与,資格手当が充実していると聞いて入ったが、実際の金額は期待外れで拍子抜けした。,negative,synthetic,teacher
496,地方金融機関,給与,同期と比べても給与の差がほとんどなく、頑張りが評価される仕組みになっていないと感じる。,negative,synthetic,teacher
497,地方金融機関,給与,転勤を重ねてきたが、それに見合うような給与の上昇がなく、正直モチベーションが保ちにくい。,negative,synthetic,teacher
498,地方金融機関,給与,ボーナスは業績連動とのことだったが、支店の数字が良くても本部の裁量で大きく削られることがある。,negative,synthetic,teacher
499,地方金融機関,給与,地方銀行ということもあり、給与水準は都市部の同業他社と比べると明らかに低く、年齢を重ねても思ったほど上がらないのが正直なところです。,negative,synthetic,teacher
500,地方金融機関,給与,業務量や責任の重さに対して給与が見合っていないと感じることが多く、特に若手のうちは生活が苦しい月もありました。,negative,synthetic,teacher
501,地方金融機関,給与,基本給は地域の相場と比べると標準的だが、賞与の査定基準が不透明で毎年モヤモヤする。,neutral,synthetic,teacher
502,地方金融機関,給与,年功序列のため若いうちは物足りなさを感じるが、長く勤めれば安定した水準には落ち着く。,neutral,synthetic,teacher
503,地方金融機関,給与,残業代はきちんと支払われる点は評価できるが、手取りで見るとそこまで多くはない印象だ。,neutral,synthetic,teacher
504,地方金融機関,給与,同業他社と横並びの給与体系で、突出して高くも低くもなく、何とも言い難い水準。,neutral,synthetic,teacher
505,地方金融機関,給与,昇給は毎年あるにはあるが微増にとどまるため、生活水準が上がっているという実感は薄い。,neutral,synthetic,teacher
506,地方金融機関,給与,地方の物価を考慮すれば生活できる額だが、都市部の同職種と比較すると複雑な気持ちになる。,neutral,synthetic,teacher
507,地方金融機関,給与,資格手当や住宅手当など各種手当を合算すると悪くないが、基本給だけ見ると首をかしげる額だ。,neutral,synthetic,teacher
508,地方金融機関,給与,繁忙期と閑散期で業務量の差が大きいわりに給与は固定的で、割り切れなさを感じることもある。,neutral,synthetic,teacher
509,地方金融機関,給与,基本給は地域の水準で見れば悪くないが、昇給ペースが緩やかで、将来どこまで上がるのか見通しが立てにくい。,neutral,synthetic,teacher
510,地方金融機関,給与,ボーナスは業績次第で増減があり、安定しているとも言い切れないが、生活が苦しいというほどでもない水準だと思う。,neutral,synthetic,teacher
511,地方金融機関,成長,入社後は窓口業務からローン審査まで幅広い業務を経験でき、金融のプロとしての土台を着実に築けました。,positive,synthetic,teacher
512,地方金融機関,成長,大手と違い、若いうちから融資提案や渉外業務を任せてもらえるので、現場で実力が磨かれていく実感があります。,positive,synthetic,teacher
513,地方金融機関,成長,行内の研修制度が充実しており、入行3年目には複数の金融資格を取得して大きな自信がつきました。,positive,synthetic,teacher
514,地方金融機関,成長,地元企業の経営者と直接対話する機会が多く、財務分析のスキルが自然と身についていきました。,positive,synthetic,teacher
515,地方金融機関,成長,先輩行員から丁寧にノウハウを教わりながら、地域金融の本質を肌で学べる環境が整っています。,positive,synthetic,teacher
516,地方金融機関,成長,ローテーションで複数の部署を経験できるため、幅広い視野を持つ金融マンとして着実に成長できていると感じます。,positive,synthetic,teacher
517,地方金融機関,成長,支店全体で互いに教え合う文化があり、資格勉強や業務スキルの向上を自然にサポートしてもらえます。,positive,synthetic,teacher
518,地方金融機関,成長,中小企業向けの融資業務を通じて経営の基礎知識まで身につき、思っていた以上に成長できる仕事だと実感しています。,positive,synthetic,teacher
519,地方金融機関,成長,入行後3年で複数の資格取得を支援する制度が充実しており、自分のペースで着実にスキルアップできていると実感している。,positive,synthetic,teacher
520,地方金融機関,成長,若手のうちから窓口業務だけでなく融資担当も経験させてもらえ、金融の幅広い知識が自然と身についた。,positive,synthetic,teacher
521,地方金融機関,成長,年功序列が根強く、成果を出しても若いうちは評価されず、スキルアップの意欲が徐々に失われていった。,negative,synthetic,teacher
522,地方金融機関,成長,研修制度は形だけで、実務に直結するような学びの機会はほとんど提供されない。,negative,synthetic,teacher
523,地方金融機関,成長,同じ業務をひたすらこなすだけで、新しいことに挑戦できる環境が整っていないと感じた。,negative,synthetic,teacher
524,地方金融機関,成長,上司の承認がないと何も動けない体制のため、自分で考えて成長するという経験が積めなかった。,negative,synthetic,teacher
525,地方金融機関,成長,異動は会社都合が優先され、希望するキャリアに向けてスキルを磨ける部署には配属してもらえなかった。,negative,synthetic,teacher
526,地方金融機関,成長,本部との交流も少なく、地方支店に長くいるほど業界全体の知識や視野が狭まっていく感覚がある。,negative,synthetic,teacher
527,地方金融機関,成長,資格取得は奨励されるが、それを実際の業務に活かせる場がなく、取っても意味があるのか疑問に思う。,negative,synthetic,teacher
528,地方金融機関,成長,中堅社員でも新しい提案をすると「前例がない」と一蹴されることが多く、変化を受け入れない文化が成長を妨げている。,negative,synthetic,teacher
529,地方金融機関,成長,年功序列の文化が根強く、成果を出しても若手のうちはなかなか評価につながらないため、成長を実感できないまま時間が過ぎていく。,negative,synthetic,teacher
530,地方金融機関,成長,業務がルーティン化されており、新しい知識やスキルを身につけられる機会が乏しく、このままでは市場価値が上がらないと感じた。,negative,synthetic,teacher
531,地方金融機関,成長,研修制度は一通り整っているが、実際に成長できるかどうかは配属先の支店長次第という面が大きい。,neutral,synthetic,teacher
532,地方金融機関,成長,資格取得の支援はあるものの、取得後に活かせる業務がすぐに回ってくるわけでもなく、もどかしさを感じることもある。,neutral,synthetic,teacher
533,地方金融機関,成長,年次が上がれば少しずつ担当範囲は広がるが、それが成長なのか単なる業務増加なのか、正直判断しかねる。,neutral,synthetic,teacher
534,地方金融機関,成長,OJTで先輩から丁寧に教われる環境ではあるが、同じ業務の繰り返しが多く、スキルの幅が広がっているかは疑問が残る。,neutral,synthetic,teacher
535,地方金融機関,成長,異動があれば新しい分野を経験できるが、希望通りに動けるわけではないため、成長の機会は運による部分も否めない。,neutral,synthetic,teacher
536,地方金融機関,成長,若手向けの勉強会は定期的に開催されており悪くはないが、現場の繁忙期には出席しづらい雰囲気もある。,neutral,synthetic,teacher
537,地方金融機関,成長,本部への異動や専門職へのキャリアパスは存在するが、実際に進める人は限られており、自分がそこに至れるか見通しが立ちにくい。,neutral,synthetic,teacher
538,地方金融機関,成長,地域密着の業務を通じて着実に知識はつくと思う一方、外の市場で通用するスキルが身についているかというと自信を持って言えない。,neutral,synthetic,teacher
539,地方金融機関,成長,業務の幅は少しずつ広がるが、異動のタイミングや配属先によって成長できるかどうかが大きく変わる印象がある。,neutral,synthetic,teacher
540,地方金融機関,成長,資格取得支援制度は整っているものの、実際の業務で活かせる機会が限られており、スキルが身についているのかどうか実感しにくい。,neutral,synthetic,teacher
541,地方金融機関,社風,地域に根ざした堅実な社風があり、上司も同僚も互いを尊重する雰囲気が自然と根付いている。,positive,synthetic,teacher
542,地方金融機関,社風,年功序列の文化は残るものの、若手の意見にも耳を傾けてくれる管理職が多く、働きやすさを感じている。,positive,synthetic,teacher
543,地方金融機関,社風,地元密着型の金融機関らしく、社員同士の距離が近く、困ったときに気軽に相談できる環境が整っている。,positive,synthetic,teacher
544,地方金融機関,社風,落ち着いた職場の雰囲気の中で、丁寧に仕事を覚えさせてもらえたことが入社後の大きな安心感につながった。,positive,synthetic,teacher
545,地方金融機関,社風,派手さはないが誠実さを大切にする社風で、地道に顧客と向き合う姿勢が組織全体に浸透していると感じる。,positive,synthetic,teacher
546,地方金融機関,社風,チームで目標を達成したときに上司が素直に評価してくれる文化があり、モチベーションを保ちやすい。,positive,synthetic,teacher
547,地方金融機関,社風,研修制度が充実しているだけでなく、先輩社員が親身になって業務を教えてくれる土壌がある。,positive,synthetic,teacher
548,地方金融機関,社風,ノルマはあるものの、数字だけでなく顧客との関係性を重視する社風が、長く働き続けられる理由だと思う。,positive,synthetic,teacher
549,地方金融機関,社風,地域に根ざした堅実な社風で、上司や先輩が若手の意見にも耳を傾けてくれる風土があり、働きやすさを感じています。,positive,synthetic,teacher
550,地方金融機関,社風,お互いを気遣う穏やかな雰囲気が職場全体に浸透しており、長く勤めている社員が多いのも納得できます。,positive,synthetic,teacher
551,地方金融機関,社風,年功序列が根強く、若手の意見は会議でほぼ無視される雰囲気がある。,negative,synthetic,teacher
552,地方金融機関,社風,上司の顔色を伺いながら仕事をする文化が染みついており、自分の意見を言いにくい。,negative,synthetic,teacher
553,地方金融機関,社風,変化を嫌う社風のせいで、業務改善の提案をしても『今まで通りで問題ない』と一蹴されることが多い。,negative,synthetic,teacher
554,地方金融機関,社風,派閥意識が根強く、どの上司に気に入られるかで評価が左右されるのが実態だ。,negative,synthetic,teacher
555,地方金融機関,社風,女性が管理職に就くことへの抵抗感が暗黙のうちに漂っており、キャリアアップを諦めている同僚も少なくない。,negative,synthetic,teacher
556,地方金融機関,社風,地域の名士や古株職員に対して必要以上に忖度する空気があり、正論が通らない場面がある。,negative,synthetic,teacher
557,地方金融機関,社風,飲み会や地域行事への参加が事実上強制されており、断ると翌日から態度が変わる上司もいた。,negative,synthetic,teacher
558,地方金融機関,社風,ミスへの追及が厳しい割に成功は当たり前とされる風潮があり、挑戦する気力が徐々に削がれていく。,negative,synthetic,teacher
559,地方金融機関,社風,年功序列が根強く、若手の意見は会議でほとんど取り上げられない雰囲気がある。,negative,synthetic,teacher
560,地方金融機関,社風,昔ながらの慣習を重んじる文化が強く、新しいやり方を提案しても「前例がない」の一言で却下されることが多い。,negative,synthetic,teacher
561,地方金融機関,社風,堅実さを重んじる社風は安心感がある一方、新しいことへの挑戦には慎重すぎると感じる場面もある。,neutral,synthetic,teacher
562,地方金融機関,社風,上下関係はそれなりにあるが、理不尽なほどではなく、可もなく不可もなくといった雰囲気だ。,neutral,synthetic,teacher
563,地方金融機関,社風,地域に根ざした文化が根強く、やりがいを感じることもあれば、閉塞感を覚えることもある。,neutral,synthetic,teacher
564,地方金融機関,社風,チームワークは悪くないが、部署によって雰囲気がかなり異なるため、配属先次第といった印象を受ける。,neutral,synthetic,teacher
565,地方金融機関,社風,年功序列の文化はまだ残っているが、若手の意見が全く通らないわけでもなく、変化の途上にある感じがする。,neutral,synthetic,teacher
566,地方金融機関,社風,穏やかで落ち着いた職場環境だが、その分スピード感や刺激を求める人には物足りないかもしれない。,neutral,synthetic,teacher
567,地方金融機関,社風,慣習を大切にする風土は良くも悪くも働いており、慣れれば居心地がよいが馴染むまでに時間がかかる。,neutral,synthetic,teacher
568,地方金融機関,社風,行内の結束感はあると思うが、内向きになりすぎている面もあり、一言で良いとも悪いとも言いづらい。,neutral,synthetic,teacher
569,地方金融機関,社風,堅実さを重んじる社風は安心感がある一方、新しいことへの挑戦がなかなか通りにくい雰囲気も否めない。,neutral,synthetic,teacher
570,地方金融機関,社風,上下関係は昔ながらの縦社会だが、同僚同士の助け合いは根付いており、良し悪し両面が共存している職場だと感じる。,neutral,synthetic,teacher
571,地方金融機関,人間関係,支店全体に助け合いの雰囲気があり、困ったときには先輩が必ず声をかけてくれる環境です。,positive,synthetic,teacher
572,地方金融機関,人間関係,入行当初から上司が丁寧に指導してくれたおかげで、職場に早く馴染むことができました。,positive,synthetic,teacher
573,地方金融機関,人間関係,長く勤めているベテランの方々が気さくで、業務上の相談もしやすい雰囲気があります。,positive,synthetic,teacher
574,地方金融機関,人間関係,同期と切磋琢磨しながら成長できる環境で、仕事の悩みも気軽に話し合える関係が築けています。,positive,synthetic,teacher
575,地方金融機関,人間関係,部署間の垣根が低く、他課の担当者とも連携しやすいのが地方銀行ならではの良さだと感じます。,positive,synthetic,teacher
576,地方金融機関,人間関係,窓口チームのまとまりが強く、繁忙期でも互いにフォローし合える信頼関係があります。,positive,synthetic,teacher
577,地方金融機関,人間関係,管理職が現場の声を大切にしてくれるため、意見を言いやすく風通しの良い職場です。,positive,synthetic,teacher
578,地方金融機関,人間関係,年次に関係なく意見を尊重してもらえる文化があり、チームとして仕事に取り組む一体感があります。,positive,synthetic,teacher
579,地方金融機関,人間関係,支店内の雰囲気は穏やかで、ベテランの先輩方が業務に慣れるまで丁寧にサポートしてくださり、安心して仕事に取り組めました。,positive,synthetic,teacher
580,地方金融機関,人間関係,同僚との関係は良好で、繁忙期でもお互いにフォローし合える文化が根付いており、チームとして仕事を進める一体感があります。,positive,synthetic,teacher
581,地方金融機関,人間関係,上司の顔色をうかがいながら仕事をする雰囲気が根強く、意見を言い出せない空気がある。,negative,synthetic,teacher
582,地方金融機関,人間関係,年功序列が徹底されており、若手が提案しても古参行員に一蹴されることが多い。,negative,synthetic,teacher
583,地方金融機関,人間関係,支店内の派閥争いが激しく、異動のたびに人間関係を一から作り直す消耗感がある。,negative,synthetic,teacher
584,地方金融機関,人間関係,ベテラン社員が新人の指導を面倒くさがり、肝心な業務知識をなかなか教えてもらえない。,negative,synthetic,teacher
585,地方金融機関,人間関係,女性同士の陰口や派閥意識が強く、特定のグループに属さないと居心地が悪くなる。,negative,synthetic,teacher
586,地方金融機関,人間関係,支店長のひいきが露骨で、気に入られた人間と그렇지않은 人間で扱いに明らかな差がある。,negative,synthetic,teacher
587,地方金融機関,人間関係,地域柄か閉鎖的な社風で、よそから来た中途採用者はいつまでも外様扱いされる感じがした。,negative,synthetic,teacher
588,地方金融機関,人間関係,表向きは和気あいあいとしているが、陰では誰が何をしたかすぐに広まる狭い人間関係に疲弊した。,negative,synthetic,teacher
589,地方金融機関,人間関係,古参社員によるグループ意識が強く、新入りはどこの支店に異動しても最初の数年は完全に蚊帳の外でした。,negative,synthetic,teacher
590,地方金融機関,人間関係,上司の機嫌次第で職場の雰囲気が一変するため、毎朝顔色をうかがうことに疲れてしまいました。,negative,synthetic,teacher
591,地方金融機関,人間関係,年功序列が根強く、上の人間関係に慣れるまで時間がかかったが、慣れてしまえば悪いものでもない。,neutral,synthetic,teacher
592,地方金融機関,人間関係,支店ごとに雰囲気がかなり違うので、配属先次第で人間関係の良し悪しが大きく変わる印象がある。,neutral,synthetic,teacher
593,地方金融機関,人間関係,先輩方は親切にしてくれるが、距離感が独特で、プライベートへの踏み込み方が少し気になることもある。,neutral,synthetic,teacher
594,地方金融機関,人間関係,派閥とまでは言えないが、長年いる社員同士の暗黙のルールがあり、新参者には少し読みづらい部分もある。,neutral,synthetic,teacher
595,地方金融機関,人間関係,人間関係そのものは穏やかだが、業績のプレッシャーが関係に微妙な緊張感をもたらすことがある。,neutral,synthetic,teacher
596,地方金融機関,人間関係,上司との関係は可もなく不可もなくといった感じで、特に問題はないが深いつながりも感じにくい。,neutral,synthetic,teacher
597,地方金融機関,人間関係,表面上は和やかな雰囲気だが、水面下では気を遣うことも少なくなく、なんとも言い難い空気感がある。,neutral,synthetic,teacher
598,地方金融機関,人間関係,転勤のたびに人間関係がリセットされるので、良くも悪くも固定化しない関係性が続く感じがする。,neutral,synthetic,teacher
599,地方金融機関,人間関係,上司によって当たり外れがあり、配属先次第で人間関係の快適さがかなり変わる印象だ。,neutral,synthetic,teacher
600,地方金融機関,人間関係,年配の先輩方は親切に教えてくれる一方、同世代のライバル意識が強く、一緒にいて気が楽なわけでもない。,neutral,synthetic,teacher
601,公共インフラ,残業,繁忙期でも残業は月20時間以内に収まることが多く、プライベートの時間をしっかり確保できている。,positive,synthetic,teacher
